tag3	tag1	name	autonym	source
guf		Gupapuyngu		iso639-3
gug		Paraguayan Guaraní	Guaraní	iso639-3, ethnologue
guh		Guahibo	Hivi	iso639-3, ethnologue
gui		Eastern Bolivian Guaraní		iso639-3
guk		Gumuz	Bega-Tse, Sigumza	iso639-3, ethnologue
gul		Sea Island Creole English		iso639-3
gum		Guambiano		iso639-3
gun		Mbyá Guaraní	Mbya	iso639-3, ethnologue
guo		Guayabero		iso639-3
gup		Gunwinggu		iso639-3
guq		Aché	Aché	iso639-3, ethnologue
gur		Frafra	Farefare, Ninkarsé	cldr, ethnologue
gus		Guinean Sign Language		iso639-3
gut		Maléku Jaíka		iso639-3
guu		Yanomamö		iso639-3
guw		Gun		iso639-3
gux		Gourmanchéma	Gourma	iso639-3, ethnologue
guz		Gusii	Ekegusii	cldr
gva		Guana (Paraguay)		iso639-3
gvc		Guanano		iso639-3
gve		Duwet		iso639-3
gvf		Golin		iso639-3
gvj		Guajá		iso639-3
gvl		Gulay		iso639-3
gvm		Gurmana		iso639-3
gvn		Kuku-Yalanji		iso639-3
gvo		Gavião Do Jiparaná		iso639-3
gvp		Pará Gavião		iso639-3
gvr		Gurung		iso639-3
gvs		Gumawana		iso639-3
gvy		Guyani		iso639-3
gwa		Mbato		iso639-3
gwb		Gwa		iso639-3
gwc		Kalami		iso639-3
gwd		Gawwada		iso639-3
gwe		Gweno		iso639-3
gwf		Gowro		iso639-3
gwg		Moo		iso639-3
gwi		Gwichʼin	Dinju Zhuh K’yuu	cldr, ethnologue
gwj		/Gwi		iso639-3
gwm		Awngthim		iso639-3
gwn		Gwandara		iso639-3
gwr		Gwere		iso639-3
gwt		Gawar-Bati		iso639-3
gwu		Guwamu		iso639-3
gww		Kwini		iso639-3
gwx		Gua		iso639-3
gxx		Wè Southern	Wèè	iso639-3, ethnologue
gya		Northwest Gbaya		iso639-3
gyb		Garus		iso639-3
gyd		Kayardild		iso639-3
gye		Gyem		iso639-3
gyf		Gungabula		iso639-3
gyg		Gbayi		iso639-3
gyi		Gyele		iso639-3
gyl		Gayil		iso639-3
gym		Ngäbere	Ngäbere	iso639-3, ethnologue
gyn		Guyanese Creole English		iso639-3
gyr		Guarayu		iso639-3
gyy		Gunya		iso639-3
gza		Ganza		iso639-3
gzi		Gazi		iso639-3
gzn		Gane		iso639-3
haa		Han		iso639-3
hab		Hanoi Sign Language		iso639-3
hac		Gurani		iso639-3
had		Hatam		iso639-3
hae		Eastern Oromo		iso639-3
haf		Haiphong Sign Language		iso639-3
hag		Hanga		iso639-3
hah		Hahon		iso639-3
hai		Haida		cldr
haj		Hajong		iso639-3
hak		Hakka Chinese	客家話‎ (Hakkafa)	cldr, ethnologue
hal		Halang		iso639-3
ham		Hewa		iso639-3
han		Hangaza		iso639-3
hao		Hakö		iso639-3
hap		Hupla		iso639-3
haq		Ha		iso639-3
har		Harari		iso639-3
has		Haisla		iso639-3
hav		Havu		iso639-3
haw		Hawaiian	ʻŌlelo Hawaiʻi	cldr
hax		Southern Haida		iso639-3
hay		Haya		iso639-3
haz		Hazaragi		iso639-3
hba		Hamba		iso639-3
hbb		Huba		iso639-3
hbn		Heiban		iso639-3
hbo		Ancient Hebrew		iso639-3
hbu		Habu		iso639-3
hca		Andaman Creole Hindi		iso639-3
hch		Huichol	Wixárika	iso639-3, ethnologue
hdn		Northern Haida	Xaad Kil	iso639-3, ethnologue
hds		Honduras Sign Language		iso639-3
hdy		Hadiyya		iso639-3
hea		Northern Qiandong Miao		iso639-3
hed		Herdé		iso639-3
heg		Helong	Helong	iso639-3, ethnologue
heh		Hehe		iso639-3
hei		Heiltsuk		iso639-3
hem		Hemba		iso639-3
hgm		Hai//om		iso639-3
hgw		Haigwai		iso639-3
hhi		Hoia Hoia		iso639-3
hhr		Kerak		iso639-3
hhy		Hoyahoya		iso639-3
hia		Lamang		iso639-3
hib		Hibito		iso639-3
hid		Hidatsa		iso639-3
hif		Fiji Hindi	Fiji Baat	cldr, ethnologue
hig		Kamwe		iso639-3
hih		Pamosu	Pamosu	iso639-3, ethnologue
hii		Hinduri		iso639-3
hij		Hijuk		iso639-3
hik		Seit-Kaitetu		iso639-3
hil		Hiligaynon		cldr
hio		Tsoa		iso639-3
hir		Himarimã		iso639-3
hit		Hittite		cldr
hiw		Hiw		iso639-3
hix		Hixkaryána		iso639-3
hji		Haji		iso639-3
hka		Kahe		iso639-3
hke		Hunde		iso639-3
hkk		Hunjara-Kaina Ke		iso639-3
hks		Hong Kong Sign Language		iso639-3
hla		Halia		iso639-3
hlb		Halbi		iso639-3
hld		Halang Doan		iso639-3
hle		Hlersu		iso639-3
hlt		Matu Chin	Matu Chin	iso639-3, ethnologue
hlu		Hieroglyphic Luwian		iso639-3
hma		Southern Mashan Hmong		iso639-3
hmb		Humburi Senni Songhay		iso639-3
hmc		Central Huishui Hmong		iso639-3
hmd		Large Flowery Miao		iso639-3
hme		Eastern Huishui Hmong		iso639-3
hmf		Hmong Don		iso639-3
hmg		Southwestern Guiyang Hmong		iso639-3
hmh		Southwestern Huishui Hmong		iso639-3
hmi		Northern Huishui Hmong		iso639-3
hmj		Ge		iso639-3
hmk		Maek		iso639-3
hml		Luopohe Hmong		iso639-3
hmm		Central Mashan Hmong		iso639-3
hmn		Hmong		cldr
hmp		Northern Mashan Hmong		iso639-3
hmq		Eastern Qiandong Miao		iso639-3
hmr		Hmar		iso639-3
hms		Southern Qiandong Miao		iso639-3
hmt		Hamtai		iso639-3
hmu		Hamap		iso639-3
hmv		Hmong Dô		iso639-3
hmw		Western Mashan Hmong		iso639-3
hmy		Southern Guiyang Hmong		iso639-3
hmz		Hmong Shua		iso639-3
hna		Mina (Cameroon)		iso639-3
hnd		Southern Hindko		iso639-3
hne		Chhattisgarhi		iso639-3
hnh		//Ani		iso639-3
hni		Hani	Ha Nhi	iso639-3, ethnologue
hnj		Hmong Njua		iso639-3
hnn		Hanunoo		iso639-3
hno		Northern Hindko		iso639-3
hns		Caribbean Hindustani		iso639-3
hnu		Hung		iso639-3
hoa		Hoava		iso639-3
hob		Mari (Madang Province)		iso639-3
hoc		Ho		iso639-3
hod		Holma		iso639-3
hoe		Horom		iso639-3
hoh		Hobyót		iso639-3
hoi		Holikachuk		iso639-3
hoj		Hadothi		iso639-3
hol		Holu		iso639-3
hom		Homa		iso639-3
hoo		Holoholo		iso639-3
hop		Hopi		iso639-3
hor		Horo		iso639-3
hos		Ho Chi Minh City Sign Language		iso639-3
hot		Hote		iso639-3
hov		Hovongan		iso639-3
how		Honi		iso639-3
hoy		Holiya		iso639-3
hoz		Hozo		iso639-3
hpo		Hpon		iso639-3
hps		Hawai'i Sign Language (HSL)		iso639-3
hra		Hrangkhol		iso639-3
hrc		Niwer Mil		iso639-3
hre		Hre		iso639-3
hrk		Haruku		iso639-3
hrm		Horned Miao		iso639-3
hro		Haroi		iso639-3
hrp		Nhirrpi		iso639-3
hrt		Hértevin		iso639-3
hru		Hruso		iso639-3
hrw		Warwar Feni		iso639-3
hrx		Hunsrik		iso639-3
hrz		Harzani		iso639-3
hsb		Upper Sorbian	hornjoserbšćina	cldr
hsh		Hungarian Sign Language		iso639-3
hsl		Hausa Sign Language		iso639-3
hsn		Xiang Chinese	湘语‎ (Xiang)	cldr, ethnologue
hss		Harsusi		iso639-3
hti		Hoti		iso639-3
hto		Minica Huitoto		iso639-3
hts		Hadza		iso639-3
htu		Hitu		iso639-3
htx		Middle Hittite		iso639-3
hub		Huambisa		iso639-3
huc		=/Hua		iso639-3
hud		Huaulu		iso639-3
hue		San Francisco Del Mar Huave	Ombeyajts	iso639-3, ethnologue
huf		Humene		iso639-3
hug		Huachipaeri		iso639-3
huh		Huilliche		iso639-3
hui		Huli		iso639-3
huj		Northern Guiyang Hmong		iso639-3
huk		Hulung		iso639-3
hul		Hula		iso639-3
hum		Hungana		iso639-3
huo		Hu		iso639-3
hup		Hupa		cldr
huq		Tsat		iso639-3
hur		Halkomelem		iso639-3
hus		Huastec	Teenek	iso639-3, ethnologue
hut		Humla		iso639-3
huu		Murui Huitoto	Murui	iso639-3, ethnologue
huv		San Mateo Del Mar Huave	Ombeayiüts	iso639-3, ethnologue
huw		Hukumina		iso639-3
hux		Nüpode Huitoto		iso639-3
huy		Hulaulá		iso639-3
huz		Hunzib		iso639-3
hvc		Haitian Vodoun Culture Language		iso639-3
hve		San Dionisio Del Mar Huave	Ombeyajts	iso639-3, ethnologue
hvk		Haveke		iso639-3
hvn		Sabu		iso639-3
hvv		Santa María Del Mar Huave		iso639-3
hwa		Wané		iso639-3
hwc		Hawai'i Creole English		iso639-3
hwo		Hwana	Tuftera	iso639-3, ethnologue
hya		Hya		iso639-3
iai		Iaai		iso639-3
ian		Iatmul		iso639-3
iar		Purari		iso639-3
iba		Iban		cldr
ibb		Ibibio	Ibibio	cldr, ethnologue
ibd		Iwaidja		iso639-3
ibe		Akpes		iso639-3
ibg		Ibanag		iso639-3
ibh		Bih		iso639-3
ibl		Ibaloi		iso639-3
ibm		Agoi		iso639-3
ibn		Ibino		iso639-3
ibr		Ibuoro		iso639-3
ibu		Ibu		iso639-3
iby		Ibani		iso639-3
ica		Ede Ica		iso639-3
ich		Etkywan		iso639-3
icl		Icelandic Sign Language		iso639-3
icr		Islander Creole English		iso639-3
ida		Idakho-Isukha-Tiriki		iso639-3
idb		Indo-Portuguese		iso639-3
idc		Idon		iso639-3
idd		Ede Idaca	Ìdàáshà	iso639-3, ethnologue
ide		Idere		iso639-3
idi		Idi		iso639-3
idr		Indri		iso639-3
ids		Idesa		iso639-3
idt		Idaté		iso639-3
idu		Idoma		iso639-3
ifa		Amganad Ifugao		iso639-3
ifb		Batad Ifugao		iso639-3
ife		Ifè		iso639-3
iff		Ifo		iso639-3
ifk		Tuwali Ifugao		iso639-3
ifm		Teke-Fuumu		iso639-3
ifu		Mayoyao Ifugao		iso639-3
ify		Keley-I Kallahan		iso639-3
igb		Ebira		iso639-3
ige		Igede		iso639-3
igg		Igana		iso639-3
igl		Igala		iso639-3
igm		Kanggape		iso639-3
ign		Ignaciano		iso639-3
igo		Isebe		iso639-3
igs		Interglossa		iso639-3
igw		Igwe		iso639-3
ihb		Iha Based Pidgin		iso639-3
ihi		Ihievbe		iso639-3
ihp		Iha		iso639-3
ihw		Bidhawal		iso639-3
iin		Thiin		iso639-3
ijc		Izon		iso639-3
ije		Biseni		iso639-3
ijj		Ede Ije		iso639-3
ijn		Kalabari		iso639-3
ijs		Southeast Ijo		iso639-3
ike		Eastern Canadian Inuktitut	ᐃᓄᒃᑎᑐᑦ‎ (Inuktitut)	iso639-3, ethnologue
iki		Iko		iso639-3
ikk		Ika		iso639-3
ikl		Ikulu		iso639-3
iko		Olulumo-Ikom		iso639-3
ikp		Ikpeshi		iso639-3
ikr		Ikaranggal		iso639-3
iks		Inuit Sign Language		iso639-3
ikt		Inuinnaqtun	Inuinnaqtun, ᐃᓄᐃᓐᓇᖅᑐᓐ‎ (Inuvialuktun)	iso639-3, ethnologue
ikv		Iku-Gora-Ankwa		iso639-3
ikw		Ikwere		iso639-3
ikx		Ik	Icetod	iso639-3, ethnologue
ikz		Ikizu		iso639-3
ila		Ile Ape		iso639-3
ilb		Ila		iso639-3
ilg		Garig-Ilgar		iso639-3
ili		Ili Turki		iso639-3
ilk		Ilongot	Bogkalot	iso639-3, ethnologue
ilm		Iranun (Malaysia)		iso639-3
ilo		Iloko		cldr
ilp		Iranun (Philippines)	Iranun	iso639-3, ethnologue
ils		International Sign		iso639-3
ilu		Ili'uun		iso639-3
ilv		Ilue		iso639-3
ima		Mala Malasar		iso639-3
imi		Anamgura		iso639-3
iml		Miluk		iso639-3
imn		Imonda		iso639-3
imo		Imbongu		iso639-3
imr		Imroing		iso639-3
ims		Marsian		iso639-3
imy		Milyan		iso639-3
inb		Inga		iso639-3
ing		Degexit'an		iso639-3
inh		Ingush		cldr
inj		Jungle Inga		iso639-3
inl		Indonesian Sign Language		iso639-3
inm		Minaean		iso639-3
inn		Isinai		iso639-3
ino		Inoke-Yate		iso639-3
inp		Iñapari		iso639-3
ins		Indian Sign Language		iso639-3
int		Intha		iso639-3
inz		Ineseño		iso639-3
ior		Inor		iso639-3
iou		Tuma-Irumu		iso639-3
iow		Iowa-Oto		iso639-3
ipi		Ipili		iso639-3
ipo		Ipiko		iso639-3
iqu		Iquito	Akenóiri	iso639-3, ethnologue
iqw		Ikwo	Ikwo	iso639-3, ethnologue
ire		Iresim		iso639-3
irh		Irarutu		iso639-3
iri		Irigwe	Nkarigwe, Rigwe	iso639-3, ethnologue
irk		Iraqw		iso639-3
irn		Irántxe		iso639-3
irr		Ir		iso639-3
iru		Irula		iso639-3
irx		Kamberau		iso639-3
iry		Iraya		iso639-3
isa		Isabi		iso639-3
isc		Isconahua		iso639-3
isd		Isnag		iso639-3
ise		Italian Sign Language		iso639-3
isg		Irish Sign Language		iso639-3
ish		Esan		iso639-3
isi		Nkem-Nkum		iso639-3
isk		Ishkashimi		iso639-3
ism		Masimasi		iso639-3
isn		Isanzu		iso639-3
iso		Isoko		iso639-3
isr		Israeli Sign Language		iso639-3
ist		Istriot		iso639-3
isu		Isu (Menchum Division)		iso639-3
itb		Binongan Itneg		iso639-3
itd		Southern Tidung		iso639-3
ite		Itene		iso639-3
iti		Inlaod Itneg		iso639-3
itk		Judeo-Italian		iso639-3
itl		Itelmen		iso639-3
itm		Itu Mbon Uzo		iso639-3
ito		Itonama		iso639-3
itr		Iteri		iso639-3
its		Isekiri		iso639-3
itt		Maeng Itneg		iso639-3
itv		Itawit		iso639-3
itw		Ito		iso639-3
itx		Itik		iso639-3
ity		Moyadan Itneg		iso639-3
itz		Itzá		iso639-3
ium		Iu Mien		iso639-3
ivb		Ibatan	Ibatan	iso639-3, ethnologue
ivv		Ivatan		iso639-3
iwk		I-Wak		iso639-3
iwm		Iwam		iso639-3
iwo		Iwur		iso639-3
iws		Sepik Iwam		iso639-3
ixc		Ixcatec	Xwja	iso639-3, ethnologue
ixl		Ixil		iso639-3
iya		Iyayu		iso639-3
iyo		Mesaka	Ugare	iso639-3, ethnologue
iyx		Yaka (Congo)		iso639-3
izh		Ingrian		cldr
izr		Izere	Izere	iso639-3, ethnologue
izz		Izii	Izii	iso639-3, ethnologue
jaa		Jamamadí		iso639-3
jab		Hyam		iso639-3
jac		Popti'	Jakalteko-Popti’	iso639-3, ethnologue
jad		Jahanka		iso639-3
jae		Yabem		iso639-3
jaf		Jara		iso639-3
jah		Jah Hut		iso639-3
jaj		Zazao		iso639-3
jak		Jakun		iso639-3
jal		Yalahatan		iso639-3
jam		Jamaican Creole English		cldr
jan		Jandai		iso639-3
jao		Yanyuwa		iso639-3
jaq		Yaqay		iso639-3
jas		New Caledonian Javanese		iso639-3
jat		Jakati		iso639-3
jau		Yaur		iso639-3
jax		Jambi Malay	Bahaso Daerah, Bahaso Dusun	iso639-3, ethnologue
jay		Yan-nhangu		iso639-3
jaz		Jawe		iso639-3
jbe		Judeo-Berber		iso639-3
jbi		Badjiri		iso639-3
jbj		Arandai		iso639-3
jbk		Barikewa		iso639-3
jbn		Nafusi		iso639-3
jbo		Lojban		cldr
jbr		Jofotek-Bromnya		iso639-3
jbt		Jabutí		iso639-3
jbu		Jukun Takum	Njikum	iso639-3, ethnologue
jbw		Yawijibaya		iso639-3
jcs		Jamaican Country Sign Language		iso639-3
jct		Krymchak	Кърымчах тыльы‎ (Krymchakh Tilyi)	iso639-3, ethnologue
jda		Jad		iso639-3
jdg		Jadgali		iso639-3
jdt		Judeo-Tat	Juwri	iso639-3, ethnologue
jeb		Jebero		iso639-3
jee		Jerung		iso639-3
jeh		Jeh		iso639-3
jei		Yei		iso639-3
jek		Jeri Kuo		iso639-3
jel		Yelmek		iso639-3
jen		Dza	Ngwa Idza	iso639-3, ethnologue
jer		Jere		iso639-3
jet		Manem		iso639-3
jeu		Jonkor Bourmataguil		iso639-3
jgb		Ngbee		iso639-3
jge		Judeo-Georgian		iso639-3
jgk		Gwak	Gwak	iso639-3, ethnologue
jgo		Ngomba	Ndaꞌa	cldr
jhi		Jehai		iso639-3
jhs		Jhankot Sign Language		iso639-3
jia		Jina		iso639-3
jib		Jibu		iso639-3
jic		Tol		iso639-3
jid		Bu		iso639-3
jie		Jilbe		iso639-3
jig		Djingili		iso639-3
jih		sTodsde		iso639-3
jii		Jiiddu		iso639-3
jil		Jilim		iso639-3
jim		Jimi (Cameroon)		iso639-3
jio		Jiamao		iso639-3
jiq		Guanyinqiao		iso639-3
jit		Jita		iso639-3
jiu		Youle Jinuo		iso639-3
jiv		Shuar	Shuar Chicham	iso639-3, ethnologue
jiy		Buyuan Jinuo		iso639-3
jje		Jejueo		iso639-3
jjr		Bankal		iso639-3
jka		Kaera		iso639-3
jkm		Mobwa Karen		iso639-3
jko		Kubo		iso639-3
jkp		Paku Karen		iso639-3
jkr		Koro (India)		iso639-3
jku		Labir		iso639-3
jle		Ngile		iso639-3
jls		Jamaican Sign Language		iso639-3
jma		Dima		iso639-3
jmb		Zumbun		iso639-3
jmc		Machame	Kimachame	cldr
jmd		Yamdena		iso639-3
jmi		Jimi (Nigeria)		iso639-3
jml		Jumli		iso639-3
jmn		Makuri Naga	Makuri	iso639-3, ethnologue
jmr		Kamara		iso639-3
jms		Mashi (Nigeria)		iso639-3
jmw		Mouwase		iso639-3
jmx		Western Juxtlahuaca Mixtec	To’on Savi	iso639-3, ethnologue
jna		Jangshung		iso639-3
jnd		Jandavra		iso639-3
jng		Yangman		iso639-3
jni		Janji		iso639-3
jnj		Yemsa	Yemsa	iso639-3, ethnologue
jnl		Rawat		iso639-3
jns		Jaunsari		iso639-3
job		Joba		iso639-3
jod		Wojenaka		iso639-3
jog		Jogi		iso639-3
jor		Jorá		iso639-3
jos		Jordanian Sign Language		iso639-3
jow		Jowulu		iso639-3
jpa		Jewish Palestinian Aramaic		iso639-3
jpr		Judeo-Persian		cldr
jqr		Jaqaru		iso639-3
jra		Jarai		iso639-3
jrb		Judeo-Arabic		cldr
jrr		Jiru		iso639-3
jrt		Jorto		iso639-3
jru		Japrería		iso639-3
jsl		Japanese Sign Language		iso639-3
jua		Júma	Kagwahiva	iso639-3, ethnologue
jub		Wannu		iso639-3
juc		Jurchen		iso639-3
jud		Worodougou		iso639-3
juh		Hõne		iso639-3
jui		Ngadjuri		iso639-3
juk		Wapan		iso639-3
jul		Jirel		iso639-3
jum		Jumjum		iso639-3
jun		Juang		iso639-3
juo		Jiba		iso639-3
jup		Hupdë		iso639-3
jur		Jurúna		iso639-3
jus		Jumla Sign Language		iso639-3
jut		Jutish		cldr
juu		Ju		iso639-3
juw		Wãpha		iso639-3
juy		Juray		iso639-3
jvd		Javindo		iso639-3
jvn		Caribbean Javanese		iso639-3
jwi		Jwira-Pepesa		iso639-3
jya		Jiarong		iso639-3
jye		Judeo-Yemeni Arabic		iso639-3
jyy		Jaya		iso639-3
kaa		Kara-Kalpak		cldr
kab		Kabyle	Taqbaylit	cldr
kac		Kachin		cldr
kad		Adara		iso639-3
kae		Ketangalan		iso639-3
kaf		Katso		iso639-3
kag		Kajaman		iso639-3
kah		Kara (Central African Republic)		iso639-3
kai		Karekare		iso639-3
kaj		Jju		cldr
kak		Kalanguya	Kalanguya	iso639-3, ethnologue
kam		Kamba	Kikamba	cldr
kao		Xaasongaxango	Xasongo	iso639-3, ethnologue
wof		Gambian Wolof	Wolof	iso639-3, ethnologue
kaq		Capanahua	Capa Baquebo	iso639-3, ethnologue
kav		Katukína		iso639-3
kaw		Kawi		cldr
kax		Kao		iso639-3
kay		Kamayurá		iso639-3
kba		Kalarko		iso639-3
kbb		Kaxuiâna		iso639-3
kbc		Kadiwéu		iso639-3
kbd		Kabardian		cldr
kbe		Kanju		iso639-3
kbg		Khamba		iso639-3
kbh		Camsá		iso639-3
kbi		Kaptiau		iso639-3
kbj		Kari		iso639-3
kbk		Grass Koiari		iso639-3
kbl		Kanembu		cldr
kbm		Iwal		iso639-3
kbn		Kare (Central African Republic)		iso639-3
kbo		Keliko		iso639-3
kbp		Kabiyè		iso639-3
kbq		Kamano		iso639-3
kbr		Kafa		iso639-3
kbs		Kande		iso639-3
kbt		Abadi		iso639-3
kbu		Kabutra		iso639-3
kbv		Dera (Indonesia)		iso639-3
kbw		Kaiep		iso639-3
kbx		Ap Ma		iso639-3
kby		Manga Kanuri		iso639-3
kbz		Duhwa		iso639-3
kca		Khanty		iso639-3
kcb		Kawacha		iso639-3
kcc		Lubila		iso639-3
kcd		Ngkâlmpw Kanum		iso639-3
kce		Kaivi		iso639-3
kcf		Ukaan		iso639-3
kcg		Tyap		cldr
kch		Vono		iso639-3
kci		Kamantan		iso639-3
kcj		Kobiana		iso639-3
kck		Kalanga		iso639-3
kcl		Kela (Papua New Guinea)		iso639-3
kcm		Gula (Central African Republic)		iso639-3
kcn		Nubi		iso639-3
kco		Kinalakna		iso639-3
kcp		Kanga		iso639-3
kcq		Kamo		iso639-3
kcr		Katla		iso639-3
kcs		Koenoem		iso639-3
kct		Kaian		iso639-3
kcu		Kami (Tanzania)		iso639-3
kcv		Kete		iso639-3
kcw		Kabwari		iso639-3
kcx		Kachama-Ganjule		iso639-3
kcy		Korandje		iso639-3
kcz		Konongo		iso639-3
kda		Worimi		iso639-3
kdc		Kutu		iso639-3
kdd		Yankunytjatjara		iso639-3
kde		Makonde	Chimakonde	cldr
kdf		Mamusi		iso639-3
kdg		Seba		iso639-3
kdh		Tem	Tem	iso639-3, ethnologue
kdi		Kumam		iso639-3
kdj		Karamojong		iso639-3
kdk		Numèè		iso639-3
kdl		Tsikimba		iso639-3
kdm		Kagoma		iso639-3
kdn		Kunda		iso639-3
kdp		Kaningdon-Nindem		iso639-3
kdq		Koch		iso639-3
kdr		Karaim		iso639-3
kdt		Kuy		iso639-3
kdu		Kadaru		iso639-3
kdw		Koneraw		iso639-3
kdx		Kam		iso639-3
kdy		Keder		iso639-3
kdz		Kwaja		iso639-3
kea		Kabuverdianu	kabuverdianu	cldr
keb		Kélé		iso639-3
kec		Keiga		iso639-3
ked		Kerewe		iso639-3
kee		Eastern Keres		iso639-3
kef		Kpessi		iso639-3
keg		Tese		iso639-3
keh		Keak		iso639-3
kei		Kei		iso639-3
kej		Kadar		iso639-3
kek		Kekchí		iso639-3
kel		Kela (Democratic Republic of Congo)		iso639-3
kem		Kemak	Ema	iso639-3, ethnologue
ken		Kenyang		cldr
keo		Kakwa		iso639-3
kep		Kaikadi		iso639-3
keq		Kamar		iso639-3
ker		Kera		iso639-3
kes		Kugbo		iso639-3
ket		Ket		iso639-3
keu		Akebu		iso639-3
kev		Kanikkaran		iso639-3
kew		West Kewa		iso639-3
kex		Kukna		iso639-3
key		Kupia		iso639-3
kez		Kukele		iso639-3
kfa		Kodava		iso639-3
kfb		Northwestern Kolami		iso639-3
kfc		Konda-Dora		iso639-3
kfd		Korra Koraga		iso639-3
kfe		Kota (India)		iso639-3
kff		Koya		iso639-3
kfg		Kudiya		iso639-3
kfh		Kurichiya		iso639-3
kfi		Kannada Kurumba		iso639-3
kfj		Kemiehua		iso639-3
kfk		Kinnauri		iso639-3
kfl		Kung		iso639-3
kfm		Khunsari		iso639-3
kfn		Kuk		iso639-3
kfo		Koro		cldr
kfp		Korwa		iso639-3
kfq		Korku		iso639-3
kfr		Kachhi		iso639-3
kfs		Bilaspuri		iso639-3
kft		Kanjari		iso639-3
kfu		Katkari		iso639-3
kfv		Kurmukar		iso639-3
kfw		Kharam Naga		iso639-3
kfx		Kullu Pahari		iso639-3
kfy		Kumaoni		iso639-3
kfz		Koromfé	Koromba	iso639-3, ethnologue
kga		Koyaga		iso639-3
kgb		Kawe		iso639-3
kge		Komering		iso639-3
kgf		Kube		iso639-3
kgg		Kusunda		iso639-3
kgi		Selangor Sign Language		iso639-3
kgj		Gamale Kham		iso639-3
kgk		Kaiwá		iso639-3
kgl		Kunggari		iso639-3
kgm		Karipúna		iso639-3
kgn		Karingani		iso639-3
kgo		Krongo	Niino mo-di	iso639-3, ethnologue
kgp		Kaingang		cldr
kgq		Kamoro		iso639-3
kgr		Abun		iso639-3
kgs		Kumbainggar		iso639-3
kgt		Somyev		iso639-3
kgu		Kobol		iso639-3
kgv		Karas		iso639-3
kgw		Karon Dori		iso639-3
kgx		Kamaru		iso639-3
kgy		Kyerung		iso639-3
kha		Khasi	Khasi	cldr, ethnologue
khb		Lü	ᦅᧄᦺᦑᦟᦹᧉ‎ (Kam Tai Lue)	iso639-3, ethnologue
khc		Tukang Besi North		iso639-3
khd		Bädi Kanum		iso639-3
khe		Korowai		iso639-3
khf		Khuen		iso639-3
khg		Khams Tibetan		iso639-3
khh		Kehu		iso639-3
khj		Kuturmi		iso639-3
khk		Halh Mongolian	Монгол хэл‎ (Mongol khel)	iso639-3, ethnologue
khl		Lusi		iso639-3
khn		Khandesi		iso639-3
kho		Khotanese		cldr
khp		Kapori		iso639-3
khq		Koyra Chiini	Koyra ciini	cldr
khr		Kharia		iso639-3
khs		Kasua		iso639-3
kht		Khamti		iso639-3
khu		Nkhumbi		iso639-3
khv		Khvarshi		iso639-3
khw		Khowar		cldr
khx		Kanu		iso639-3
khy		Kele (Democratic Republic of Congo)		iso639-3
khz		Keapara		iso639-3
kia		Kim		iso639-3
kib		Koalib		iso639-3
kic		Kickapoo		iso639-3
kid		Koshin		iso639-3
kie		Kibet		iso639-3
kif		Eastern Parbate Kham		iso639-3
kig		Kimaama		iso639-3
kih		Kilmeri		iso639-3
kii		Kitsai		iso639-3
kij		Kilivila		iso639-3
kil		Kariya		iso639-3
kim		Karagas	тоъфа дыл‎ (tofa dyl)	iso639-3, ethnologue
kio		Kiowa	Cáuijògà	iso639-3, ethnologue
kip		Sheshi Kham		iso639-3
kiq		Kosadle		iso639-3
kis		Kis		iso639-3
kit		Agob		iso639-3
kiu		Kirmanjki	Shar Ma	cldr, ethnologue
kiv		Kimbu		iso639-3
kiw		Northeast Kiwai		iso639-3
kix		Khiamniungan Naga		iso639-3
kiy		Kirikiri		iso639-3
kiz		Kisi		iso639-3
kja		Mlap		iso639-3
kjb		Q'anjob'al		iso639-3
kjc		Coastal Konjo		iso639-3
kjd		Southern Kiwai		iso639-3
kje		Kisar		iso639-3
kjf		Khalaj		iso639-3
kjg		Khmu	ກຶມຫມຸ‎ (Kmhmu’)	iso639-3, ethnologue
kjh		Khakas		iso639-3
kji		Zabana		iso639-3
kjj		Khinalugh		iso639-3
kjk		Highland Konjo		iso639-3
kjl		Western Parbate Kham		iso639-3
kjm		Kháng		iso639-3
kjn		Kunjen		iso639-3
kjo		Harijan Kinnauri		iso639-3
kjp		Pwo Eastern Karen		iso639-3
kjq		Western Keres		iso639-3
kjr		Kurudu		iso639-3
kjs		East Kewa		iso639-3
kjt		Phrae Pwo Karen		iso639-3
kju		Kashaya		iso639-3
kjv		Kaikavian Literary Language		iso639-3
kjx		Ramopa		iso639-3
kjy		Erave		iso639-3
kjz		Bumthangkha		iso639-3
kka		Kakanda		iso639-3
kkb		Kwerisa		iso639-3
kkc		Odoodee		iso639-3
kkd		Kinuku		iso639-3
kke		Kakabe		iso639-3
kkf		Kalaktang Monpa		iso639-3
kkg		Mabaka Valley Kalinga		iso639-3
kkh		Khün		iso639-3
kki		Kagulu		iso639-3
kkj		Kako	kakɔ	cldr
kkk		Kokota		iso639-3
kkl		Kosarek Yale		iso639-3
kkm		Kiong		iso639-3
kkn		Kon Keu		iso639-3
kko		Karko	Kakenbi	iso639-3, ethnologue
kkp		Gugubera		iso639-3
kkq		Kaiku		iso639-3
kkr		Kir-Balar		iso639-3
kks		Giiwo		iso639-3
kkt		Koi		iso639-3
kku		Tumi		iso639-3
kkv		Kangean		iso639-3
kkw		Teke-Kukuya		iso639-3
